0.061017,0.061017,0.061017,0.061017,0.061017,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.056472,0.061017,0.061017,0.061017,0.066102,0.066102,0.061017,0.061017,0.061017,0.061017,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.066102,0.066102,0.066102,0.071186,0.066102,0.066102,0.066102,0.066102,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.066102,0.066102,0.066102,0.066102,0.071186,0.071186,0.066102,0.066102,0.066102,0.066102,0.061017,0.061017,0.061017,0.061017,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017
0.061017,0.061017,0.061017,0.061017,0.061017,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.056472,0.061017,0.061017,0.065456,0.066102,0.066102,0.061017,0.061017,0.061017,0.061017,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.060038,0.061017,0.061017,0.061017,0.061017,0.061017,0.065386,0.066102,0.066102,0.071186,0.071186,0.071186,0.066102,0.066102,0.066102,0.065151,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.065719,0.066102,0.066102,0.066102,0.071186,0.071186,0.071186,0.071186,0.066102,0.066102,0.066102,0.065421,0.065123,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.063147,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017
0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.061017,0.061017,0.061017,0.066102,0.066102,0.066102,0.066102,0.061017,0.061017,0.061017,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.059059,0.059059,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.066102,0.066102,0.071186,0.071186,0.071186,0.071186,0.071186,0.066102,0.066102,0.066102,0.062948,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.064144,0.064144,0.064144,0.064144,0.064144,0.066102,0.066102,0.066102,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.064144,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017
0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.057456,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.061017,0.061017,0.065893,0.066102,0.066102,0.066102,0.066102,0.063165,0.061017,0.061017,0.055932,0.055932,0.05808,0.05808,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.066102,0.066102,0.071186,0.071186,0.073335,0.076271,0.073335,0.071186,0.071186,0.067048,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.06825,0.071186,0.071186,0.076271,0.076271,0.076271,0.073335,0.071186,0.071186,0.06825,0.066102,0.066102,0.066102,0.066102,0.06825,0.06825,0.06825,0.071186,0.06825,0.06825,0.06825,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.064522,0.063165,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017
0.062186,0.062186,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.060573,0.057102,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.055932,0.061017,0.061017,0.061622,0.066102,0.066102,0.067271,0.067271,0.066102,0.066102,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.062186,0.062186,0.066102,0.071186,0.071186,0.076271,0.076271,0.076271,0.076271,0.076271,0.071186,0.071186,0.071186,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.067271,0.067271,0.067271,0.067271,0.071186,0.071186,0.072356,0.076271,0.076271,0.077441,0.077441,0.076271,0.076271,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.067271,0.066916,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102
0.066102,0.066102,0.066102,0.066102,0.066102,0.061207,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.056123,0.056123,0.056123,0.056123,0.056123,0.056123,0.056123,0.056123,0.056123,0.061017,0.061017,0.061037,0.066102,0.066102,0.071186,0.071186,0.071186,0.071186,0.066102,0.066102,0.061207,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061207,0.061207,0.061207,0.061207,0.061207,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.071186,0.071186,0.076271,0.076289,0.081356,0.081356,0.081356,0.076462,0.076271,0.073532,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071377,0.076271,0.076271,0.076462,0.081356,0.081356,0.081356,0.081356,0.076462,0.076271,0.076271,0.071351,0.071377,0.071377,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.071377,0.071285,0.071186,0.071186,0.071186,0.071186,0.071186,0.066292,0.066292,0.066102,0.066102,0.066102,0.066102,0.066102
0.070398,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.065313,0.065313,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.061017,0.066102,0.066102,0.071186,0.071186,0.075483,0.075483,0.071186,0.071186,0.066102,0.066102,0.061017,0.063727,0.065313,0.065313,0.065313,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.070398,0.070398,0.071186,0.076271,0.076271,0.081356,0.083517,0.085652,0.085652,0.081356,0.080568,0.076271,0.076271,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.075483,0.076271,0.076271,0.076271,0.076271,0.076271,0.081356,0.081356,0.085652,0.086441,0.086441,0.085652,0.081356,0.080568,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.080568,0.080568,0.080568,0.080568,0.080568,0.076271,0.076271,0.076271,0.076271,0.076271,0.075483,0.075483,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.070398,0.070398
0.071186,0.071186,0.071186,0.071186,0.071186,0.069419,0.069419,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.064335,0.064335,0.064335,0.064335,0.064335,0.064335,0.064335,0.064335,0.064335,0.064335,0.064335,0.064335,0.066102,0.066454,0.071186,0.074504,0.076271,0.076271,0.076271,0.076271,0.071234,0.071186,0.069419,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.069419,0.069419,0.069419,0.069419,0.069419,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.076271,0.079589,0.081356,0.086441,0.086441,0.089758,0.086441,0.086441,0.084673,0.081356,0.081356,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.079589,0.079589,0.079589,0.079589,0.079589,0.079589,0.079589,0.079589,0.079589,0.079589,0.079589,0.079589,0.079589,0.081356,0.081356,0.085437,0.086441,0.089758,0.091525,0.091525,0.089758,0.086441,0.084673,0.081356,0.081356,0.081356,0.081356,0.081356,0.081356,0.084673,0.084673,0.084673,0.084673,0.084673,0.081356,0.081356,0.081356,0.081356,0.081356,0.079589,0.077216,0.076271,0.076271,0.076271,0.076271,0.074504,0.074504,0.074504,0.071186,0.071186
0.076271,0.076271,0.076271,0.076271,0.073525,0.073525,0.071186,0.071186,0.071186,0.071186,0.071186,0.06844,0.06844,0.06844,0.06844,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.066102,0.071186,0.071186,0.074946,0.076271,0.081356,0.081356,0.081356,0.079779,0.076271,0.075181,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.073525,0.073525,0.073525,0.073525,0.074595,0.076271,0.076271,0.076271,0.076271,0.076271,0.081356,0.083695,0.086441,0.091525,0.093864,0.093864,0.093864,0.091525,0.088779,0.086441,0.086441,0.081356,0.081356,0.081835,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.083695,0.086441,0.083695,0.083695,0.086441,0.088779,0.091525,0.093497,0.09661,0.09661,0.09661,0.093864,0.091525,0.090671,0.088779,0.086441,0.086441,0.086441,0.086441,0.088779,0.088779,0.088779,0.088779,0.088779,0.088779,0.088779,0.088779,0.086441,0.086441,0.086441,0.083695,0.083695,0.081356,0.081356,0.081356,0.081356,0.07861,0.07861,0.076271,0.076271,0.076271
0.081356,0.081356,0.081356,0.077631,0.077631,0.077631,0.076271,0.076271,0.076271,0.076271,0.076271,0.072546,0.072546,0.072546,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.071186,0.072546,0.076271,0.077631,0.081356,0.086441,0.086441,0.086441,0.082716,0.081356,0.077631,0.076271,0.072546,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.076271,0.077631,0.077631,0.077631,0.077631,0.081356,0.081356,0.081356,0.081356,0.081356,0.082716,0.086441,0.088802,0.092885,0.09661,0.09797,0.10169,0.09797,0.09661,0.092885,0.091525,0.091525,0.087801,0.087801,0.087801,0.087801,0.087801,0.087801,0.087801,0.087801,0.091525,0.091525,0.091525,0.091525,0.091525,0.091525,0.091525,0.091525,0.091525,0.091525,0.091525,0.091525,0.092885,0.092885,0.09661,0.09797,0.10169,0.10305,0.10169,0.10169,0.09797,0.09661,0.092885,0.092703,0.091525,0.092885,0.092885,0.092885,0.09661,0.09661,0.09661,0.09661,0.09661,0.09661,0.092885,0.092885,0.092231,0.091525,0.091525,0.087801,0.087801,0.086441,0.086441,0.086441,0.082716,0.082716,0.082716,0.081356,0.081356
